"","SRR16352841ReadsPerGene.out.tab","SRR16352842ReadsPerGene.out.tab","SRR16352843ReadsPerGene.out.tab","SRR16352845ReadsPerGene.out.tab","SRR16352846ReadsPerGene.out.tab","SRR16352847ReadsPerGene.out.tab","SRR16352849ReadsPerGene.out.tab","SRR16352850ReadsPerGene.out.tab","SRR16352851ReadsPerGene.out.tab","SRR16352854ReadsPerGene.out.tab","SRR16352855ReadsPerGene.out.tab","SRR16352856ReadsPerGene.out.tab","SRR16352859ReadsPerGene.out.tab","SRR16352860ReadsPerGene.out.tab","SRR16352861ReadsPerGene.out.tab"
"bor",1265,1096,1232,301,720,734,785,1250,260,960,946,1037,945,719,957
"retinin",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cp19",2,6,1,6,9,46,36,13,14,3,5,14,20,10,181
"Cp15",8,14,17,21,10,33,46,142,1127,50,34,316,41,95,3295
"Cp18",23,11,13,14,34,127,15,33,25,11,10,23,18,31,139
"cmet",6,9,1,5,23,7,4,14,3,17,27,33,2,14,223
"h",13018,10054,11706,4876,12035,14330,6865,9438,2442,9388,9397,7838,6942,6510,4663
"cic",2442,2435,2948,685,2225,2678,2728,3703,949,2083,2655,2169,3183,2800,3069
"Arr2",4,2,3,1,0,0,0,7,2,2,1,1,10,5,6
"wun2",179,133,144,35,87,100,109,137,36,40,85,157,74,106,335
"RpL14",28553,24536,27351,12339,23115,22799,25238,37126,8120,25480,28129,21912,27830,24789,24886
"foi",1373,1246,1495,616,1250,1255,1504,1953,467,1486,1451,1143,1609,1617,1926
"dbo",703,603,637,248,611,545,521,776,238,825,694,710,674,625,708
"krz",4508,4618,3815,1558,3732,5387,4410,8033,2396,7347,6662,5655,6343,5449,3914
"DNApol-alpha50",45,35,59,33,84,46,32,75,21,56,46,49,45,54,103
"Sulf1",1066,937,986,405,750,962,1035,1546,467,915,987,1151,1085,923,702
"Gr66a",34,27,22,22,82,52,43,43,4,58,53,30,26,51,32
"Vhl",181,200,177,109,220,243,186,256,75,324,272,273,226,214,181
"Rab19",3948,2151,3394,1778,3878,2607,1685,2304,306,2339,2732,1331,1728,1672,1265
"Nmt",777,635,774,409,929,898,817,1237,285,1127,848,1061,878,681,1084
"wds",529,408,430,166,433,397,375,489,133,597,437,431,490,403,652
"Arp3",3431,2332,3072,1022,2353,2316,1782,2795,855,1962,2086,3448,2085,1942,1515
"Peritrophin-15a",0,2,0,2,2,3,3,2,59,0,0,315,2,3,103
"Peritrophin-15b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNaseX25",1300,1006,1262,876,1759,1597,1181,1647,379,2402,1855,1438,1296,1290,1434
"mRpL33",251,181,232,124,290,267,164,246,73,178,164,190,166,165,195
"geko",1124,877,728,499,934,1055,610,1086,359,1567,669,725,534,732,573
"Hn",2914,2941,4169,1892,5950,4219,4410,6022,1990,3746,4656,2733,4636,4394,7018
"Cyp4d8",271,177,203,155,365,366,429,615,205,347,308,349,520,598,695
"qm",1427,1079,1492,605,1325,1241,931,1281,260,1208,1174,1146,1037,986,846
"mei-P22",9,7,13,2,6,20,6,14,0,24,8,15,12,16,17
"Neos",149,98,119,75,128,110,105,138,24,189,171,145,111,107,159
"melt",279,200,186,121,274,218,76,141,77,55,75,333,49,68,100
"msl-3",183,168,179,73,116,173,164,260,78,201,203,153,223,165,257
"EbpIII",4176,2911,2749,3445,5925,10879,4643,7060,2297,7753,5905,8023,3695,3829,2603
"bin",12,0,0,0,2,4,0,0,1,0,2,32,5,0,2
"ndl",0,2,0,6,9,0,0,2,10,0,1,12,0,0,310
"Cht4",34,2,17,0,8,6,2,17,65,4,17,265,1,2,10
"sfl",1060,1045,1291,649,1411,1410,2641,3115,616,2530,2779,1477,2656,2038,2229
"yip7",8,14,20,30,10,81,11,49,21920,33,12,100920,61,23,2858
"vn",1053,672,1024,431,970,804,364,480,116,805,635,602,473,395,355
"Spn28F",7,0,3,0,1,2,0,1,0,4,4,0,0,0,0
"S6k",3694,3570,4093,976,3067,3302,3962,4624,1071,3947,3489,3355,5115,3879,2741
"Spn38F",0,3,2,0,0,0,5,0,0,1,0,0,1,0,0
"Tektin-C",27,114,65,28,87,224,18,42,15,29,21,13,25,12,13
"Cralbp",0,0,0,0,0,1,0,2,0,0,0,0,0,0,0
"Txl",2269,2198,2202,869,1816,2482,1462,2536,813,2653,1915,2440,1868,1664,1458
"Spn55B",13050,10429,15243,3339,6682,4625,5477,9226,994,4184,6465,3762,5386,4485,2397
"Sse",17,25,8,9,15,27,2,12,5,10,13,14,13,1,65
"Klp64D",1078,888,1149,440,895,887,934,1494,345,1095,1114,964,1066,943,632
"TfIIEbeta",373,294,258,161,304,346,261,412,124,508,361,368,430,361,337
"CIAPIN1",1343,1010,1275,464,967,1058,732,1166,277,1054,985,993,835,768,522
"AlaRS-m",991,897,959,377,850,871,830,1268,285,833,842,720,803,731,671
"PpD6",1,0,0,1,0,2,4,1,0,10,3,3,1,0,1
"Pp1-87B",5544,4138,5172,2544,5606,4789,4326,5975,1561,5911,5584,5301,5277,4396,4897
"Srp54k",2504,2021,2209,1149,2345,2484,2548,3958,1025,3362,3275,2984,2948,2599,2039
"Con",44,3,16,7,8,14,13,11,6,12,14,3,9,11,17
"Src64B",1211,813,1298,561,1584,931,1483,1482,386,893,1392,879,1249,1189,1971
"mas",3,0,0,2,0,1,0,0,0,0,0,2,0,1,4
"l(3)73Ah",313,380,365,146,290,370,276,319,60,313,293,224,282,283,284
"Tie",179,134,109,56,124,157,123,193,39,124,127,121,144,104,75
"Akh",20,5,14,6,24,16,9,17,4,5,8,4,22,13,12
"Ras64B",3664,2642,2966,1535,3303,2671,1865,2404,560,2681,2282,1797,2364,1902,1959
"l(3)87Df",204,141,158,103,143,177,182,241,70,194,200,198,157,163,191
"Syx17",639,533,640,446,756,757,625,974,222,1145,988,645,783,675,668
"Rop",6761,4417,6143,2515,4742,4314,3862,5335,1242,5241,5433,4552,4496,3936,2825
"Catsup",1478,1438,1322,767,1379,1335,1887,2477,540,1562,1907,1417,1458,1511,1306
"mRpS6",116,135,183,60,148,117,133,223,60,151,118,177,119,122,186
"RfC4",324,214,240,112,253,176,173,272,55,191,164,180,186,171,321
"wek",501,392,420,159,338,304,238,365,74,306,291,208,318,225,265
"Gr64c",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"mRpL4",572,405,423,182,312,379,432,636,173,377,424,410,368,345,475
"Mtr4",481,465,428,156,404,293,445,570,140,518,490,422,611,409,588
"NimC3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FoxL1",0,0,3,0,0,0,1,8,2,0,0,0,0,0,5
"Hsp70Bb",408,517,441,337,760,805,557,524,26,129,911,47,627,653,249
"scrt",9,19,14,8,11,2,13,18,4,9,12,11,10,16,8
"Hsp60B",0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
"Pp1-13C",0,4,0,0,0,1,0,0,0,0,0,0,0,0,1
"Scsalpha1",6834,6107,6401,2905,5740,6511,6287,9815,2393,6096,6133,4760,5982,5968,6756
"Grip91",343,247,297,113,269,334,288,388,84,307,378,230,294,273,430
"Drs",2638,1717,2846,17497,22316,4917,3769,2651,378,50365,55714,10416,1817,5119,3860
"GstD8",0,0,0,1,1,2,0,0,11,2,1,76,0,0,6
"GstD6",10,12,3,88,130,40,13,18,3,68,64,17,21,18,24
"Hsp83",37724,43050,47749,17481,38470,33828,81445,107505,12082,52045,83813,31473,71868,73668,35954
"GstD5",170,140,176,1912,2262,867,905,954,26,2565,4635,708,661,505,396
"rasp",195,169,173,140,266,277,198,316,78,298,282,303,296,197,345
"GstD4",16,15,16,33,77,34,16,16,1,19,23,17,15,15,9
"GstD2",822,852,2024,259,700,529,146,299,24,156,408,182,169,115,421
"Or63a",0,2,1,1,0,1,0,0,0,0,0,0,1,0,0
"RpII18",375,275,328,147,424,311,229,414,94,409,329,247,365,310,345
"mRpS35",630,414,455,185,386,452,499,716,202,593,439,569,545,495,629
"ImpE3",31,13,15,12,29,23,16,25,3,25,21,35,44,14,15
"mus101",163,172,148,30,91,96,126,191,75,129,130,96,104,111,165
"Acp62F",5,0,0,0,1,4,0,0,0,0,0,0,2,0,0
"Mst57Da",1,0,3,0,0,0,0,0,0,0,0,0,2,0,0
"scat",844,546,771,287,588,652,458,682,164,689,574,568,566,491,589
"mRpL23",242,219,239,86,195,229,295,463,99,214,238,295,217,198,244
"betaTry",15,22,33,70,22,56,15,62,21499,18,21,93982,50,23,3567
"yellow-g",188,53,103,47,73,61,92,178,39,68,42,74,257,296,121
"Eip63F-1",192,125,116,63,112,144,95,132,63,80,121,397,103,67,131
"RpL23A",42005,38455,40143,16769,28601,31470,46078,67057,15722,42569,45797,32006,47772,41674,44796
"Zw10",547,531,527,239,518,529,499,801,186,688,610,628,494,452,559
"GC",43,3,15,14,58,0,60,37,13,24,31,15,55,30,34
"vir",548,419,494,174,394,462,533,866,223,608,624,500,723,505,576
"rho",449,363,412,156,356,379,451,597,56,360,738,309,276,409,169
"Mst98Ca",0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
"Acp95EF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LysB",0,0,1,0,1,1,6,57,230,0,4,855,18,3,80
"LysX",137,224,225,242,1121,609,89,76,187,207,305,1692,82,199,122
"Fkbp59",4117,3663,3344,1690,3667,4667,5261,9243,2167,6981,6575,6353,5621,5744,4295
"bab2",2121,1971,1155,565,1225,1706,2890,4708,1712,4165,3993,3281,3709,3857,2058
"betaggt-II",1054,843,1004,402,828,921,608,869,231,692,650,729,614,531,486
"Lk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gr61a",17,37,8,8,17,16,10,10,4,24,71,11,6,9,11
"aPKC",4019,2597,3754,1108,2235,1749,1487,2083,371,1882,1953,1433,1569,1570,1235
"emc",2290,2465,1693,648,1697,1456,3363,5043,2079,7950,4000,3906,3845,3411,2334
"Tor",1800,1341,1915,656,1620,1572,2588,3294,753,3035,3059,2397,2619,2280,2032
"Cypl",258,112,163,107,210,182,145,236,73,166,224,175,136,129,169
"klar",3104,2378,2919,741,1640,2039,2530,3673,1017,1967,2295,2377,2939,2860,3761
"trh",77,90,61,36,54,140,118,196,49,121,80,109,125,97,96
"Gtp-bp",2159,2111,2167,879,1692,2017,2862,4173,975,2631,3359,2423,2628,2546,2002
"woc",956,730,1139,352,730,755,1001,1434,379,1030,1106,891,1277,977,1564
"mRpL17",326,332,340,153,283,335,297,424,121,321,265,310,285,295,369
"Lsp1gamma",8,4,4,12,29,15,4,5,1,13,19,19,3,0,0
"term",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kr",3,0,11,2,13,0,13,5,1,1,11,8,10,11,13
"mus205",295,240,338,113,236,327,257,353,67,459,394,332,345,254,356
"EbpII",0,0,0,0,0,0,0,0,0,0,0,4,0,1,0
"dup",98,62,79,37,84,86,76,132,38,105,100,148,86,84,553
"gsb",0,0,0,0,2,0,2,0,0,0,0,0,0,0,0
"ebo",1445,1319,1554,509,1017,1200,1332,1817,474,1397,1757,1319,1477,1196,1359
"gsb-n",0,0,0,0,2,0,0,2,0,0,0,0,0,0,0
"comt",40,19,5,9,32,15,29,47,3,31,36,35,51,25,68
"uzip",291,255,310,136,332,340,329,402,87,237,234,216,301,307,350
"arg",232,299,439,177,339,383,580,698,150,260,389,104,488,469,433
"CanB2",3993,3407,3665,1597,3894,4104,3282,5012,1343,5520,4585,4075,4370,3719,2974
"l(2)dtl",77,108,112,29,50,114,111,207,42,89,101,91,109,111,266
"key",3483,2416,3592,1560,3433,4012,1956,2786,756,3343,3199,4287,3596,2457,1537
"CG3594",109,95,126,60,156,106,128,174,35,192,145,155,214,107,250
"Lcp9",4,2,2,0,2,4,6,3,0,0,4,1,9,1,6
"Bka",127,119,120,65,220,133,143,199,55,257,229,221,236,169,246
"Cyp9c1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nurf-38",5874,6505,6573,2621,6420,6099,6388,10646,2490,5932,6423,4908,7140,6141,6647
"east",1957,1609,1783,533,1318,1442,2371,3518,1117,2832,3206,2847,2965,2658,2703
"scw",0,0,0,0,3,0,0,1,0,0,3,1,0,0,0
"Ssl",0,0,0,0,4,2,1,0,0,1,1,0,0,0,0
"CG42383",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SerT",3,1,1,0,7,6,3,2,2,10,5,4,7,1,2
"S6KL",910,767,831,399,795,768,1177,1664,310,1011,976,846,1291,1079,878
"Rpn8",5204,5183,5121,1922,3752,5178,3899,7238,2129,5743,5122,5498,4281,3794,3441
"gwl",21,4,11,7,145,27,15,25,10,12,24,49,20,6,917
"msopa",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"slbo",16,2,1,5,0,13,0,3,11,1,9,15,1,1,9
"aly",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"betaTub60D",15141,9919,12285,4125,9783,10561,6523,13587,2106,6092,6392,7780,10622,11332,4626
"nvy",116,126,129,31,97,88,131,163,39,70,92,59,102,80,90
"enok",1433,1333,1440,449,1080,1158,1374,1978,527,1511,1516,1274,1528,1383,1367
"gek",2277,1534,1870,817,1661,1629,1637,2622,519,1926,2218,1626,2037,1662,1606
"nec",10424,9937,10520,5264,12438,7839,9816,10377,1893,5578,9966,2897,7937,9453,5787
"Adk2",1,0,0,0,4,0,0,0,0,1,1,3,0,6,0
"Taldo",6641,6888,6550,3891,7448,10028,11683,20085,4886,9516,14891,9299,8265,9304,10092
"lds",214,150,212,87,165,168,132,177,26,204,140,167,142,125,573
"PHDP",2,0,3,0,0,0,0,0,0,0,0,0,0,0,0
"ken",591,493,547,141,368,461,427,671,193,399,448,450,445,451,626
"vg",17,2,2,1,18,7,0,1,0,3,9,0,3,3,0
"Or59c",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"bgcn",8,5,1,2,7,5,6,7,0,3,2,2,4,8,10
"Or59b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
